"","participant","gender","age","Lang","logical_training","trials","response","duration","AgeGroup","aim","comments"
"215","anon4","male","30","ENGLISH","No","simple_2DT_chicken","0",40221,"adult","to see how people think",""
"216","anon4","male","30","ENGLISH","No","simple_1DT_monkey","1",38208,"adult","to see how people think",""
"217","anon4","male","30","ENGLISH","No","filler_pig_t","1",29638,"adult","to see how people think",""
"218","anon4","male","30","ENGLISH","No","simple_0DT_pinguin","0",37755,"adult","to see how people think",""
"219","anon4","male","30","ENGLISH","No","simple_2DT_monkey","0",32663,"adult","to see how people think",""
"220","anon4","male","30","ENGLISH","No","simple_1DT_mouse","1",42165,"adult","to see how people think",""
"221","anon4","male","30","ENGLISH","No","filler_rabbit_t","1",29762,"adult","to see how people think",""
"222","anon4","male","30","ENGLISH","No","simple_0DT_monkey","0",36504,"adult","to see how people think",""
"223","anon4","male","30","ENGLISH","No","simple_1DT_chicken","1",41793,"adult","to see how people think",""
"224","anon4","male","30","ENGLISH","No","simple_2DT_rabbit","0",33705,"adult","to see how people think",""
"225","anon4","male","30","ENGLISH","No","filler_monkey_f","0",29438,"adult","to see how people think",""
"226","anon5","male","23","ENGLISH","No","training_ladybug_t","1",42309,"adult","What certain actions mean","no issues"
"227","anon5","male","23","ENGLISH","No","training_sarah_f","0",37127,"adult","What certain actions mean","no issues"
"228","anon5","male","23","ENGLISH","No","simple_1DT_chicken","1",45524,"adult","What certain actions mean","no issues"
"229","anon5","male","23","ENGLISH","No","simple_2DT_rabbit","0",36702,"adult","What certain actions mean","no issues"
"230","anon5","male","23","ENGLISH","No","simple_1DT_mouse","1",52475,"adult","What certain actions mean","no issues"
"231","anon5","male","23","ENGLISH","No","simple_2DT_monkey","0",35517,"adult","What certain actions mean","no issues"
"232","anon5","male","23","ENGLISH","No","filler_monkey_f","0",30130,"adult","What certain actions mean","no issues"
"233","anon5","male","23","ENGLISH","No","simple_0DT_pinguin","0",40871,"adult","What certain actions mean","no issues"
"234","anon5","male","23","ENGLISH","No","simple_1DT_monkey","1",67708,"adult","What certain actions mean","no issues"
"235","anon5","male","23","ENGLISH","No","simple_2DT_chicken","0",48978,"adult","What certain actions mean","no issues"
"236","anon5","male","23","ENGLISH","No","filler_rabbit_t","1",31970,"adult","What certain actions mean","no issues"
"237","anon5","male","23","ENGLISH","No","simple_0DT_monkey","0",37217,"adult","What certain actions mean","no issues"
"238","anon5","male","23","ENGLISH","No","simple_2DT_mouse","0",36729,"adult","What certain actions mean","no issues"
"239","anon5","male","23","ENGLISH","No","simple_1DT_sheep","1",45242,"adult","What certain actions mean","no issues"
"240","anon5","male","23","ENGLISH","No","filler_pig_f","0",31483,"adult","What certain actions mean","no issues"
"241","anon6","male","30","ENGLISH","No","training_ladybug_t","1",40235,"adult","Not sure.",""
"242","anon6","male","30","ENGLISH","No","training_sarah_f","0",31783,"adult","Not sure.",""
"243","anon6","male","30","ENGLISH","No","complex_1DT_chicken","1",46363,"adult","Not sure.",""
"244","anon6","male","30","ENGLISH","No","complex_2DT_rabbit","1",39243,"adult","Not sure.",""
"245","anon6","male","30","ENGLISH","No","complex_1DT_mouse","1",40548,"adult","Not sure.",""
"246","anon6","male","30","ENGLISH","No","complex_2DT_monkey","1",46298,"adult","Not sure.",""
"247","anon6","male","30","ENGLISH","No","filler_monkey_f","0",29652,"adult","Not sure.",""
"248","anon6","male","30","ENGLISH","No","complex_0DT_pinguin","0",37224,"adult","Not sure.",""
"249","anon6","male","30","ENGLISH","No","complex_1DT_monkey","1",30927,"adult","Not sure.",""
"250","anon6","male","30","ENGLISH","No","complex_2DT_chicken","0",181860,"adult","Not sure.",""
"251","anon6","male","30","ENGLISH","No","filler_rabbit_f","0",27207,"adult","Not sure.",""
"252","anon6","male","30","ENGLISH","No","complex_0DT_monkey","0",51582,"adult","Not sure.",""
"253","anon6","male","30","ENGLISH","No","complex_2DT_mouse","0",35241,"adult","Not sure.",""
"254","anon6","male","30","ENGLISH","No","complex_1DT_sheep","1",42306,"adult","Not sure.",""
"255","anon6","male","30","ENGLISH","No","filler_pig_f","0",27691,"adult","Not sure.",""
"256","anon7","male","27","ENGLISH","No","training_ladybug_t","1",39674,"adult","To test Or scenarios and how we interpreted them. ",""
"257","anon7","male","27","ENGLISH","No","training_sarah_f","0",31462,"adult","To test Or scenarios and how we interpreted them. ",""
"258","anon7","male","27","ENGLISH","No","complex_2DT_mouse","0",40648,"adult","To test Or scenarios and how we interpreted them. ",""
"259","anon7","male","27","ENGLISH","No","complex_1DT_sheep","1",35603,"adult","To test Or scenarios and how we interpreted them. ",""
"260","anon7","male","27","ENGLISH","No","complex_2DT_chicken","0",41608,"adult","To test Or scenarios and how we interpreted them. ",""
"261","anon7","male","27","ENGLISH","No","complex_1DT_monkey","1",32463,"adult","To test Or scenarios and how we interpreted them. ",""
"262","anon7","male","27","ENGLISH","No","filler_pig_f","0",26388,"adult","To test Or scenarios and how we interpreted them. ",""
"263","anon7","male","27","ENGLISH","No","complex_0DT_pinguin","0",33535,"adult","To test Or scenarios and how we interpreted them. ",""
"264","anon7","male","27","ENGLISH","No","complex_2DT_monkey","1",64554,"adult","To test Or scenarios and how we interpreted them. ",""
"265","anon7","male","27","ENGLISH","No","complex_1DT_mouse","1",34106,"adult","To test Or scenarios and how we interpreted them. ",""
"266","anon7","male","27","ENGLISH","No","filler_rabbit_t","1",25334,"adult","To test Or scenarios and how we interpreted them. ",""
"267","anon7","male","27","ENGLISH","No","complex_0DT_monkey","0",39966,"adult","To test Or scenarios and how we interpreted them. ",""
"268","anon7","male","27","ENGLISH","No","complex_1DT_chicken","1",35757,"adult","To test Or scenarios and how we interpreted them. ",""
"269","anon7","male","27","ENGLISH","No","complex_2DT_rabbit","0",32408,"adult","To test Or scenarios and how we interpreted them. ",""
"270","anon7","male","27","ENGLISH","No","filler_monkey_t","1",25607,"adult","To test Or scenarios and how we interpreted them. ",""
"271","anon8","female","23","ENGLISH","Yes","training_ladybug_t","1",41259,"adult","To determine if participants have a baseline understanding of conjunction and disjunction.",""
"272","anon8","female","23","ENGLISH","Yes","training_sarah_f","0",32965,"adult","To determine if participants have a baseline understanding of conjunction and disjunction.",""
"273","anon8","female","23","ENGLISH","Yes","complex_1DT_chicken","1",45019,"adult","To determine if participants have a baseline understanding of conjunction and disjunction.",""
"274","anon8","female","23","ENGLISH","Yes","complex_2DT_rabbit","0",36189,"adult","To determine if participants have a baseline understanding of conjunction and disjunction.",""
"275","anon8","female","23","ENGLISH","Yes","complex_1DT_mouse","1",41879,"adult","To determine if participants have a baseline understanding of conjunction and disjunction.",""
"276","anon8","female","23","ENGLISH","Yes","complex_2DT_monkey","0",32280,"adult","To determine if participants have a baseline understanding of conjunction and disjunction.",""
"277","anon8","female","23","ENGLISH","Yes","filler_monkey_f","0",29134,"adult","To determine if participants have a baseline understanding of conjunction and disjunction.",""
"278","anon8","female","23","ENGLISH","Yes","complex_0DT_pinguin","0",32221,"adult","To determine if participants have a baseline understanding of conjunction and disjunction.",""
"279","anon8","female","23","ENGLISH","Yes","complex_1DT_monkey","1",32120,"adult","To determine if participants have a baseline understanding of conjunction and disjunction.",""
"280","anon8","female","23","ENGLISH","Yes","complex_2DT_chicken","0",33994,"adult","To determine if participants have a baseline understanding of conjunction and disjunction.",""
"281","anon8","female","23","ENGLISH","Yes","filler_rabbit_t","1",26007,"adult","To determine if participants have a baseline understanding of conjunction and disjunction.",""
"282","anon8","female","23","ENGLISH","Yes","complex_0DT_monkey","0",33628,"adult","To determine if participants have a baseline understanding of conjunction and disjunction.",""
"283","anon8","female","23","ENGLISH","Yes","complex_2DT_mouse","0",35585,"adult","To determine if participants have a baseline understanding of conjunction and disjunction.",""
"284","anon8","female","23","ENGLISH","Yes","complex_1DT_sheep","1",37724,"adult","To determine if participants have a baseline understanding of conjunction and disjunction.",""
"285","anon8","female","23","ENGLISH","Yes","filler_pig_f","0",26236,"adult","To determine if participants have a baseline understanding of conjunction and disjunction.",""
"286","anon9","female","32","ENGLISH","No","training_ladybug_t","1",45532,"adult","To see if the responder would understand to choose that Raffie saying they chose ""or"" means they only chose one object, not both.","The sound quality was very low. I could just barely hear Raffie in particular, even with my sound turned all the way up."
"287","anon9","female","32","ENGLISH","No","training_sarah_f","0",88869,"adult","To see if the responder would understand to choose that Raffie saying they chose ""or"" means they only chose one object, not both.","The sound quality was very low. I could just barely hear Raffie in particular, even with my sound turned all the way up."
"288","anon9","female","32","ENGLISH","No","simple_2DT_mouse","1",51328,"adult","To see if the responder would understand to choose that Raffie saying they chose ""or"" means they only chose one object, not both.","The sound quality was very low. I could just barely hear Raffie in particular, even with my sound turned all the way up."
"289","anon9","female","32","ENGLISH","No","simple_1DT_sheep","0",48072,"adult","To see if the responder would understand to choose that Raffie saying they chose ""or"" means they only chose one object, not both.","The sound quality was very low. I could just barely hear Raffie in particular, even with my sound turned all the way up."
"290","anon9","female","32","ENGLISH","No","simple_2DT_chicken","1",50512,"adult","To see if the responder would understand to choose that Raffie saying they chose ""or"" means they only chose one object, not both.","The sound quality was very low. I could just barely hear Raffie in particular, even with my sound turned all the way up."
"291","anon9","female","32","ENGLISH","No","simple_1DT_monkey","1",69202,"adult","To see if the responder would understand to choose that Raffie saying they chose ""or"" means they only chose one object, not both.","The sound quality was very low. I could just barely hear Raffie in particular, even with my sound turned all the way up."
"292","anon9","female","32","ENGLISH","No","filler_pig_t","1",30361,"adult","To see if the responder would understand to choose that Raffie saying they chose ""or"" means they only chose one object, not both.","The sound quality was very low. I could just barely hear Raffie in particular, even with my sound turned all the way up."
"293","anon9","female","32","ENGLISH","No","simple_0DT_pinguin","0",38046,"adult","To see if the responder would understand to choose that Raffie saying they chose ""or"" means they only chose one object, not both.","The sound quality was very low. I could just barely hear Raffie in particular, even with my sound turned all the way up."
"294","anon9","female","32","ENGLISH","No","simple_2DT_monkey","0",40862,"adult","To see if the responder would understand to choose that Raffie saying they chose ""or"" means they only chose one object, not both.","The sound quality was very low. I could just barely hear Raffie in particular, even with my sound turned all the way up."
"295","anon9","female","32","ENGLISH","No","simple_1DT_mouse","1",42946,"adult","To see if the responder would understand to choose that Raffie saying they chose ""or"" means they only chose one object, not both.","The sound quality was very low. I could just barely hear Raffie in particular, even with my sound turned all the way up."
"296","anon9","female","32","ENGLISH","No","filler_rabbit_t","1",36053,"adult","To see if the responder would understand to choose that Raffie saying they chose ""or"" means they only chose one object, not both.","The sound quality was very low. I could just barely hear Raffie in particular, even with my sound turned all the way up."
"297","anon9","female","32","ENGLISH","No","simple_0DT_monkey","0",60787,"adult","To see if the responder would understand to choose that Raffie saying they chose ""or"" means they only chose one object, not both.","The sound quality was very low. I could just barely hear Raffie in particular, even with my sound turned all the way up."
"298","anon9","female","32","ENGLISH","No","simple_1DT_chicken","1",42610,"adult","To see if the responder would understand to choose that Raffie saying they chose ""or"" means they only chose one object, not both.","The sound quality was very low. I could just barely hear Raffie in particular, even with my sound turned all the way up."
"299","anon9","female","32","ENGLISH","No","simple_2DT_rabbit","0",33084,"adult","To see if the responder would understand to choose that Raffie saying they chose ""or"" means they only chose one object, not both.","The sound quality was very low. I could just barely hear Raffie in particular, even with my sound turned all the way up."
"300","anon9","female","32","ENGLISH","No","filler_monkey_f","0",102482,"adult","To see if the responder would understand to choose that Raffie saying they chose ""or"" means they only chose one object, not both.","The sound quality was very low. I could just barely hear Raffie in particular, even with my sound turned all the way up."
